sep=,
To: 2020-06-26,From: 2020-03-28,Daterange: 2020-05-27 – 2020-06-26,Ext_id: 1211118856
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-06-25 20:17:57","1211118856","Parchisi STAR","es","1.41","ulquiioorra","1","Basura","Cuando eres de nivel superior a tu contrincante, parchis le da la ventaja al oponente para que gane no sirve de nada que hagas estrategias si parchis quiere que pierdas la partida la perderas.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6121420972","https://appfollow.io/app/364011/review/223429153","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223429153"
"2020-06-25 19:33:34","1211118856","Parchisi STAR","es","1.41","HAOEME","1","LO QUE LA VIDA TE DA EL PARCHIS TE LO QUITA","Este juego es una farsa hace que la gente de mayor nivel tengan mayor calidad de juego y mucha mas suerte a la hora de lanzar los dados es imposible jugar algunas partidas el parchis debería tratar de azar esta claramente amañándoo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6121312704","https://appfollow.io/app/364011/review/223429152","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223429152"
"2020-06-25 18:37:14","1211118856","Parchisi STAR","us","1.41","Joshuaking002","1","Y los 5 donde están?","Todo el mundo saca sus fichas mientras yo le doy y le doy a los dados y sigo adentro le digo que porfavor arreglen su juego que decide quien gana desde que empieza me esta dejando de gustar ya siento que es una basura lamentablemente muchos errores gracias por leer si lo harán ..",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6121170431","https://appfollow.io/app/364011/review/223417612","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223417612"
"2020-06-25 17:45:45","1211118856","Parchisi STAR","us","1.41","Livioñaña","4","request","can you guys please add more legends dices and also more fusions please!!!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6121036775","https://appfollow.io/app/364011/review/223417611","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223417611"
"2020-06-25 17:03:21","1211118856","Parchisi STAR","es","1.41","Juanteran18","1","Asco de juego tramposo","Este juego da asco es una porqueria, demasiado tramposo esta cochinada",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6120921371","https://appfollow.io/app/364011/review/223417639","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223417639"
"2020-06-25 14:08:38","1211118856","Parchisi STAR","es","1.41","desi2907","1","Es un timo de juego","Pierdes contra gente incompetente que muchas veces gana porque el juego así porque sí, le da la ficha ganadora, en cuanto tú has hecho una mejor partida. Es un juego INJUSTO",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6120372977","https://appfollow.io/app/364011/review/223383857","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223383857"
"2020-06-25 14:00:52","1211118856","Parchisi STAR","es","1.41","Maliibu7","1","Totalmente lamentable el juego ,","Que pena no conocer a los dueños , ojalá y os arruinéis jugar así de esta manera con los sentimientos de la gente , estaréis contentos",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6120346006","https://appfollow.io/app/364011/review/223383856","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223383856"
"2020-06-25 12:30:38","1211118856","Parchisi STAR","us","1.41","leonardo0611","4","Entretenida pero por mejorar","Muy bueno el juego pero a los desarrolladores de la app deberían de mejorar que el otro participante no pueda retirarse de la partida hasta que sea culminado el juego. Esta es mi recomendación.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6120050217","https://appfollow.io/app/364011/review/223383852","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223383852"
"2020-06-25 08:18:47","1211118856","Parchisi STAR","es","1.41","estafadores88","1","Estafa","Hola, no es la primera vez que me desaparece dinero, de la noche a la mañana 2 millones. No me deja adjuntar fotos.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6119350999","https://appfollow.io/app/364011/review/223373044","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223373044"
"2020-06-25 05:10:22","1211118856","Parchisi STAR","us","1.41","adrianrb384","5","Parchís","Juego Súper divertido.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118857326","https://appfollow.io/app/364011/review/223351368","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223351368"
"2020-06-25 02:47:56","1211118856","Parchisi STAR","us","1.41","Samx243","1","Una v.","Este juego es una M.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118475988","https://appfollow.io/app/364011/review/223272719","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272719"
"2020-06-25 02:43:30","1211118856","Parchisi STAR","us","1.41","Amarok Ios","1","Good game but rigged Algorithm","I tried playing it a while. It is fun if u don’t mind being played by a game. The rolls are definitely not random. It is basically designed to be pay to win. U pay for gems to re-roll, and try to get an advantage. So if you don’t like paying it isn’t balanced. The algorithm is written to incite the purchase of gems. I prefer the old analog way of playing this game. Where strategy matters.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118463522","https://appfollow.io/app/364011/review/223272718","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272718"
"2020-06-25 00:43:48","1211118856","Parchisi STAR","es","1.41","vaya full madrid","1","Entretenido pero es un vacile","Cómo leo por aquí , es un poco vacile depende de cómo vayas y lo que gastes , te saca unas fichas y otras , se permiten contrincantes en “ligas” diferentes y supuestamente ganan .... estas mil horas sin sacar 5 cuando llevas mas de 80 partidas ...  y no puedes sacar la ficha , es entretenido pero es un vacile jejeje !! Pero aquí seguiré , aunque si eligo una nacionalidad, me gustaría jugar con esa nacionalidad... en fin ...",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118138494","https://appfollow.io/app/364011/review/223272723","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272723"
"2020-06-25 00:20:53","1211118856","Parchisi STAR","us","1.41","Samuelhn","1","No pierda su dinero","Le aseguro el que compra algo aqui se lo roban",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118083022","https://appfollow.io/app/364011/review/223272717","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272717"
"2020-06-25 00:05:10","1211118856","Parchisi STAR","es","1.41","Crislopexxz","1","Y mi partida??","Muy por la cara, mi partida desapareció, después de haber llegado al nivel 15 y con muchísimas monedas y gemas",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6118045160","https://appfollow.io/app/364011/review/223272722","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272722"
"2020-06-24 23:14:33","1211118856","Parchisi STAR","es","1.41","Odrifiti98","1","Parchis","El juego mas trucado que podreis jugar.No vale la pena descargarlo ,es asqueroso🤮",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6117926573","https://appfollow.io/app/364011/review/223272721","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223272721"
"2020-06-24 21:39:36","1211118856","Parchisi STAR","es","1.41","cuahf","1","Estafa de juego","No os lo descarguéis. Solo ganáis y sacáis el valor de los dados cuando hacéis el juego de pago. Basura total de parchís",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6117706899","https://appfollow.io/app/364011/review/223262696","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223262696"
"2020-06-24 21:11:57","1211118856","Parchisi STAR","us","1.41","PosALaVerga","1","Trampa","Llevo una semana jugando y lo único que he hecho es perder. Me dirán que no se jugar o que con quienes juego saben más o tienen más experiencia, pero no es así. Algo anda mal y deben verificarlo. Porque uno se molesta, no sigue jugando y mucho menos refiere su juego. Miren a ver qué sucede por favor. Gracias",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6117641446","https://appfollow.io/app/364011/review/223262692","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223262692"
"2020-06-24 21:02:22","1211118856","Parchisi STAR","us","1.41","mmgvasasou","1","no ❤️","basura de juego",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6117618164","https://appfollow.io/app/364011/review/223262691","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223262691"
"2020-06-24 14:27:24","1211118856","Parchisi STAR","es","1.41","fer👼🏻","3","Me da penita🥺","El juego esta bien y su diseño esta guay 👍 ,pero me da coraje que me coman las fichas justo antes de llegar a casa🙄de azar nada😡",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6116473106","https://appfollow.io/app/364011/review/223238604","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223238604"
"2020-06-24 13:30:52","1211118856","Parchisi STAR","es","1.41","Maat_","1","AMAÑADO","El juego tiene un estilo pay2win exasperante que lo DESVIRTUA. LAMENTABLE. El uso de gemas sin límite en una misma tirada es una mala decisión. Además el juego es anticipable, a las pocas partidas eres capaz de saber cuándo va a salir un oponente, cuando te va a salir un 5 etc etc. Parece funcionar con una IA sin azar y una biblioteca de tiradas. Una pena.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6116284966","https://appfollow.io/app/364011/review/223238603","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223238603"
"2020-06-24 13:06:12","1211118856","Parchisi STAR","us","1.41","Crdrmgl","1","Losing way to much!!","Game is fun, good way to pass time. But if you want to lose each hand then come on and play a couple of loosing rounds.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6116205548","https://appfollow.io/app/364011/review/223238600","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223238600"
"2020-06-24 12:53:30","1211118856","Parchisi STAR","es","1.41","Andres🤪","1","Un asco de juego","Es desesperante, ya lo tienen demasiado hackeado, les sale todo el juego perfecto es imposible ganar......😡😡😡😡

Falso un asco de juego",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6116166107","https://appfollow.io/app/364011/review/223238602","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223238602"
"2020-06-24 11:05:21","1211118856","Parchisi STAR","es","1.41","tryshfhfhsbf","5","Buenisimo","No es para nada basura es la leche no sabes de lo que hablas cara pepino",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6115839893","https://appfollow.io/app/364011/review/223218089","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223218089"
"2020-06-24 10:54:20","1211118856","Parchisi STAR","es","1.41","tumrdenbrgs","1","Un asco","Un asco, se nota demasiado que los números no son aleatorios, es desesperante como tu contrincante saca casi todos dobles y números grandes y yo solo saqué un 2 y 3 y q le toque los números para que me coman siempre así no se puede jugar, eso no es una partida justa. 
Total un asco a veces pienso que sería mejor desinstalarme esta App :(",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6115808154","https://appfollow.io/app/364011/review/223218088","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223218088"
"2020-06-24 06:59:18","1211118856","Parchisi STAR","us","1.41","im3D","1","Son unos rateros","No sirven , de verdad siempre le dan ventaja a los novatos y cuando uno está a punto de ganar le dan mediocres dados. No vuelvo a jugar.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6115171403","https://appfollow.io/app/364011/review/223207952","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223207952"
"2020-06-24 05:14:58","1211118856","Parchisi STAR","us","1.41","BX1718","3","Not real","People that don’t know how to play gets the exact numbers to win in this BS game, I play it because with friends is another story:",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6114919380","https://appfollow.io/app/364011/review/218911931","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=218911931"
"2020-06-24 03:04:43","1211118856","Parchisi STAR","us","1.41","teheteehee","1","scam","i’m not here because of the rigging, what’s annoying is that you need gems to play matches 🖕🏾fuck you parchisi star",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6114588581","https://appfollow.io/app/364011/review/223185254","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223185254"
"2020-06-24 02:59:39","1211118856","Parchisi STAR","us","1.41","jajcjwbdhxjwndbcuwlndjfkwud","1","Inservible","El juego mas tramposo que he jugado en la vida",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6114574939","https://appfollow.io/app/364011/review/223185253","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223185253"
"2020-06-24 01:58:24","1211118856","Parchisi STAR","es","1.41","'@'nolodescagues","1","ASCO","vaya juego más malo, te desespera y hace que pierdas con gente inútil, no lo entiendo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6114402476","https://appfollow.io/app/364011/review/223185250","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223185250"
"2020-06-24 00:50:03","1211118856","Parchisi STAR","es","1.41","jeiisnnkolopplnnnnbbgggggggggg","1","Parchis","Es una vergüenza es como si el decidiera cuando se gana no por que se curre la partida simplemente parchis esta programado para ganar ciertas partidas seguidas luego perder y asi es una vergüenza deberian trabajar mas en ello
No la recomiendo en absoluto es una vergüenza los primeros niveles lo dejan bien pero despues del 4 nivel es un asco a los que pagan les hace ganar el juego por mucha estrategia que uses le da preferencia regalando la jugada sin ser merecida es una pena de vdd",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6114211016","https://appfollow.io/app/364011/review/220736265","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=220736265"
"2020-06-23 23:11:28","1211118856","Parchisi STAR","us","1.41","frauuudee","1","Malo","Juego con reglas tontas",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113971183","https://appfollow.io/app/364011/review/221898590","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=221898590"
"2020-06-23 23:10:54","1211118856","Parchisi STAR","us","1.41","arqura multiple del mundo","5","Great app","Is a good game very nice",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113969966","https://appfollow.io/app/364011/review/223185252","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223185252"
"2020-06-23 22:38:38","1211118856","Parchisi STAR","us","1.41","RAPA SU MADRE MMG","1","Mmg To’","SU MALDITA MADRE RAPA SU MALDITA DESARMA SU MADRE CON LLAVE (L) REGUERO DE MMG TO’🙂",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113896137","https://appfollow.io/app/364011/review/223174623","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223174623"
"2020-06-23 22:07:08","1211118856","Parchisi STAR","es","1.41","stephyzamb","1","Horrible!!!","No hay peor aplicación que esta sin duda alguna!!! Es desesperante y los dados en plan dos dobles de 6 y al tercero 6 y 5 así casi siempre una verdadera estafa! 
Desinstalado está!!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113823060","https://appfollow.io/app/364011/review/223174621","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223174621"
"2020-06-23 21:05:52","1211118856","Parchisi STAR","us","1.41","TSMBIGDADDY","5","Review","Good ass app😎",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113677464","https://appfollow.io/app/364011/review/223174622","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223174622"
"2020-06-23 21:04:59","1211118856","Parchisi STAR","es","1.41","jajaja1889","1","Una mieeeeerrrdaaaa","El juego es muy predecible, sabes enseguida quién va a hacer ganar la máquina, y qué dados van a salir... una tomadura de pelo enorrrrme!!!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113675331","https://appfollow.io/app/364011/review/223174620","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223174620"
"2020-06-23 18:05:02","1211118856","Parchisi STAR","es","1.41","bsbsjeja","2","Debe mejorar","Me gusta en general, pero deberían de quitarle el bloqueo ya que es decepcionante en ningún juego real existe ese bloqueo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6113204656","https://appfollow.io/app/364011/review/223165538","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223165538"
"2020-06-23 16:25:19","1211118856","Parchisi STAR","es","1.41","vergüenza.🤮","1","ASCO DE JUEGO","Mira ns ni porque juego la verdad, lo único que hace es hacerte perder y que el otro gane . No puede ser que lleves tres partidas y pierdas las tres, no tienes que ser malo o bueno ,es el juego, el que te hace ser eso, porque el contrincante siempre saca 5 y 6 y yo/tu 1 o 2. Que vergüenza señores que vergüenza 🤢🤮",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6112915354","https://appfollow.io/app/364011/review/223165537","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223165537"
"2020-06-23 16:16:36","1211118856","Parchisi STAR","es","1.41","anfurkf","5","Par","Muy bueno pero da muy pocos gemas 😂😂",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6112888830","https://appfollow.io/app/364011/review/223165536","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223165536"
"2020-06-23 15:23:34","1211118856","Parchisi STAR","es","1.41","guticule84","1","Malo","Malo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6112719256","https://appfollow.io/app/364011/review/223165535","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223165535"
"2020-06-23 15:12:00","1211118856","Parchisi STAR","us","1.41","Xavier0143","5","♥️","♥️",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6112679871","https://appfollow.io/app/364011/review/223130102","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223130102"
"2020-06-23 14:31:24","1211118856","Parchisi STAR","es","1.41","Ana bogüeles","1","Es malísimo","En todas las partidas que he jugado estando en a 2 casillas de meterlas todas en casa no me ha dado el número que me ha hecho falta, y al contrincante se lo ha dado al primer momento, un poco más de aleatoriedad por favor",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6112537787","https://appfollow.io/app/364011/review/223130101","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223130101"
"2020-06-23 09:53:13","1211118856","Parchisi STAR","us","1.41","* :D *","1","Terrible","Dumb game. Don’t even bother.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6111641931","https://appfollow.io/app/364011/review/213698381","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=213698381"
"2020-06-23 08:51:55","1211118856","Parchisi STAR","es","1.41","Back mohamed","1","!estoy harto!","Es una vergüenza de juego no es justo que al rival le toque números mejores que el mío aun gastando gemas yo creo que es justo que nos toque el mismo pero en diferentes porque la gemas entonces no servirán de nada porfavor arrénglelo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=6111465926","https://appfollow.io/app/364011/review/223117634","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=223117634"
